seq1_id,seq2_id,tm_score
d1914a2,d1dq3a2,0.32204
d1914a2,d1dq3a3,0.33764
d1914a2,d1dq3a4,0.31389
d1914a2,d1droa_,0.40621
d1914a2,d1drua1,0.27252
d1914a2,d1drua2,0.30648
d1914a2,d1ds1a_,0.17875
d1914a2,d1dt9a2,0.28827
d1914a2,d1dt9a3,0.34554
d1914a2,d1dtdb_,0.25921
d1914a2,d1dvka_,0.35777
d1914a2,d1dvoa_,0.26167
d1914a2,d1dw0a_,0.29228
d1914a2,d1dx5i2,0.24869
d1914a2,d1dx5i3,0.32678
d1914a2,d1dxya2,0.28436
d1914a2,d1dyna_,0.40946
d1914a2,d1dz3a_,0.33645
d1914a2,d1dzfa1,0.3004
d1914a2,d1dzfa2,0.29865
d1914a2,d1dzka_,0.32884
d1914a2,d1e0ba_,0.39128
d1914a2,d1e0ca1,0.2593
d1914a2,d1e0ca2,0.28284
d1914a2,d1e0fi_,0.26966
d1914a2,d1e0na_,0.2473
d1914a2,d1e0ta1,0.24964
d1914a2,d1e0ta3,0.27028
d1914a2,d1e2wa1,0.23776
d1914a2,d1e5ba_,0.29421
d1914a2,d1e5da2,0.24326
d1914a2,d1e5ka_,0.2109
d1914a2,d1e5xa_,0.16907
d1914a2,d1e6ca_,0.26217
d1914a2,d1e6ia_,0.29022
d1914a2,d1e7la1,0.30549
d1914a2,d1e7la2,0.3067
d1914a2,d1e7ua2,0.32751
d1914a2,d1e7ua3,0.24393
d1914a2,d1e7ua4,0.2124
d1914a2,d1e88a3,0.29436
d1914a2,d1e8ca1,0.31631
d1914a2,d1e8ca2,0.30434
d1914a2,d1e8ca3,0.22389
d1914a2,d1e8pa_,0.27627
d1914a2,d1e9ga_,0.20452
d1914a2,d1ea5a_,0.16554
d1914a2,d1eaic_,0.25232
d1914a2,d1eaqa_,0.33243
d1914a2,d1eara1,0.33627
d1914a2,d1eaza_,0.42869
d1914a2,d1eb6a_,0.2402
d1914a2,d1ecfa2,0.2283
d1914a2,d1ecma_,0.37614
d1914a2,d1ecsa_,0.34223
d1914a2,d1ecwa_,0.31397
d1914a2,d1ed7a_,0.27252
d1914a2,d1edqa1,0.29555
d1914a2,d1edqa2,0.22042
d1914a2,d1edqa3,0.35023
d1914a2,d1ee6a_,0.23379
d1914a2,d1ee8a2,0.34033
d1914a2,d1eeja1,0.24841
d1914a2,d1eeja2,0.28775
d1914a2,d1eerb2,0.30926
d1914a2,d1ef1c_,0.22774
d1914a2,d1efdn_,0.19058
d1914a2,d1efpa1,0.2547
d1914a2,d1efva1,0.26175
d1914a2,d1efvb_,0.21731
d1914a2,d1eg3a1,0.28953
d1914a2,d1eg3a2,0.29351
d1914a2,d1eg3a3,0.25756
d1914a2,d1egaa2,0.2549
d1914a2,d1egra_,0.31389
d1914a2,d1egwa_,0.33077
d1914a2,d1ehia1,0.26496
d1914a2,d1ehia2,0.23261
d1914a2,d1ehsa_,0.32786
d1914a2,d1ei5a1,0.34919
d1914a2,d1ei5a2,0.32835
d1914a2,d1eita_,0.2544
d1914a2,d1ej0a_,0.28657
d1914a2,d1ej5a_,0.24085
d1914a2,d1ek8a_,0.33082
d1914a2,d1ek9a_,0.1613
d1914a2,d1ekea_,0.26276
d1914a2,d1ekza_,0.38272
d1914a2,d1el0a_,0.40146
d1914a2,d1elja_,0.1718
d1914a2,d1elua_,0.17966
d1914a2,d1elva2,0.3366
d1914a2,d1em8b_,0.29884
d1914a2,d1emsa2,0.2529
d1914a2,d1enfa1,0.27315
d1914a2,d1enwa_,0.27941
d1914a2,d1eo0a_,0.27729
d1914a2,d1eoka_,0.2368
d1914a2,d1ep3a_,0.19423
d1914a2,d1ep3b1,0.29963
d1914a2,d1epwa3,0.14077
d1914a2,d1eq1a_,0.33343
d1914a2,d1eq9a_,0.20594
d1914a2,d1et9a2,0.28227
d1914a2,d1eu1a2,0.14946
d1914a2,d1eu8a_,0.18936
d1914a2,d1ev0a_,0.30628
d1914a2,d1evya1,0.30918
d1914a2,d1ewfa1,0.21625
d1914a2,d1ewqa1,0.19476
d1914a2,d1ewqa3,0.28842
d1914a2,d1ewsa_,0.22386
d1914a2,d1exea_,0.2373
d1914a2,d1exka_,0.23837
d1914a2,d1exra_,0.22582
d1914a2,d1exta2,0.26563
d1914a2,d1eyfa_,0.2415
d1914a2,d1eyva_,0.31818
d1914a2,d1ezga_,0.25045
d1914a2,d1ezwa_,0.20163
d1914a2,d1f00i1,0.35341
d1914a2,d1f00i2,0.35605
d1914a2,d1f00i3,0.25432
d1914a2,d1f0la2,0.2113
d1914a2,d1f0xa1,0.22859
d1914a2,d1f20a1,0.20882
d1914a2,d1f20a2,0.29473
d1914a2,d1f2la_,0.40306
d1914a2,d1f2na_,0.23647
d1914a2,d1f2qa1,0.34036
d1914a2,d1f35a_,0.26003
d1914a2,d1f3ua_,0.33707
d1914a2,d1f44a2,0.26264
d1914a2,d1f45b_,0.2826
d1914a2,d1f5na1,0.24188
d1914a2,d1f5na2,0.21334
d1914a2,d1f5xa_,0.22804
d1914a2,d1f74a_,0.22016
d1914a2,d1f7ca_,0.32277
d1914a2,d1f7ua2,0.1855
d1914a2,d1f86a_,0.33953
d1914a2,d1f8fa1,0.22864
d1914a2,d1f8fa2,0.26241
d1914a2,d1f94a_,0.32344
d1914a2,d1f97a2,0.32004
d1914a2,d1f9va_,0.23518
d1914a2,d1fafa_,0.3556
d1914a2,d1faoa_,0.43115
d1914a2,d1fc6a3,0.31425
d1914a2,d1fc6a4,0.2305
d1914a2,d1fcda1,0.25548
d1914a2,d1fcda3,0.34068
d1914a2,d1fcqa_,0.21857
d1914a2,d1fcya_,0.24369
d1914a2,d1fd3a_,0.26462
d1914a2,d1fd9a_,0.20864
d1914a2,d1feca1,0.2154
d1914a2,d1feca2,0.35727
d1914a2,d1feca3,0.34768
d1914a2,d1feua_,0.26941
d1914a2,d1ffgb_,0.31856
d1914a2,d1ffya1,0.2726
d1914a2,d1ffya2,0.25006
d1914a2,d1ffya3,0.15058
d1914a2,d1fg7a_,0.17954
d1914a2,d1fhoa_,0.38058
d1914a2,d1fioa_,0.3381
d1914a2,d1fita_,0.30475
d1914a2,d1fiua_,0.18901
d1914a2,d1fjha_,0.2581
d1914a2,d1fjra_,0.20723
d1914a2,d1fk5a_,0.40391
d1914a2,d1flca1,0.25429
d1914a2,d1fltx_,0.33399
d1914a2,d1fm0d_,0.25401
d1914a2,d1fm0e_,0.29975
d1914a2,d1fmba_,0.29859
d1914a2,d1fmca_,0.25011
d1914a2,d1fmja_,0.20935
d1914a2,d1fmta1,0.2856
d1914a2,d1fmta2,0.22382
d1914a2,d1fn9a_,0.20007
d1914a2,d1fnfa1,0.30957
d1914a2,d1fnoa4,0.21936
d1914a2,d1fo5a_,0.26404
d1914a2,d1fo8a_,0.17991
d1914a2,d1foea1,0.27284
d1914a2,d1fp0a1,0.26555
d1914a2,d1fp2a2,0.25645
d1914a2,d1fp3a_,0.21014
d1914a2,d1fpoa1,0.31702
d1914a2,d1fpoa2,0.46312
d1914a2,d1fpza_,0.26596
d1914a2,d1fr3a_,0.35368
d1914a2,d1fs1b2,0.26868
d1914a2,d1fsea_,0.29211
d1914a2,d1fsua_,0.18054
d1914a2,d1ft9a1,0.35812
d1914a2,d1ftpa_,0.39802
d1914a2,d1ftra1,0.31735
d1914a2,d1ftra2,0.24475
d1914a2,d1fu3a_,0.20982
d1914a2,d1fvga_,0.2813
d1914a2,d1fvia1,0.29152
d1914a2,d1fvia2,0.21058
d1914a2,d1fx2a_,0.22879
d1914a2,d1fx7a3,0.34967
d1914a2,d1fxka_,0.30987
d1914a2,d1fxkc_,0.27029
d1914a2,d1fxoa_,0.198
d1914a2,d1fyhb1,0.32891
d1914a2,d1g0da1,0.24212
d1914a2,d1g0da2,0.32962
d1914a2,d1g1ta2,0.22359
d1914a2,d1g25a_,0.24547
d1914a2,d1g2ha_,0.3494
d1914a2,d1g2na_,0.21538
d1914a2,d1g2ra_,0.33571
d1914a2,d1g3ka_,0.28076
d1914a2,d1g3pa1,0.28693
d1914a2,d1g3pa2,0.2756
d1914a2,d1g41a_,0.19274
d1914a2,d1g47a1,0.22666
d1914a2,d1g4ia_,0.31415
d1914a2,d1g5aa2,0.15399
d1914a2,d1g5ca_,0.23438
d1914a2,d1g5ta_,0.27406
d1914a2,d1g60a_,0.22854
d1914a2,d1g61a_,0.21356
d1914a2,d1g66a_,0.2726
d1914a2,d1g6oa_,0.14891
d1914a2,d1g6xa_,0.28354
d1914a2,d1g7ea_,0.32107
d1914a2,d1g7sa1,0.28529
d1914a2,d1g7sa4,0.25877
d1914a2,d1g8ea_,0.27662
d1914a2,d1g8fa1,0.24101
d1914a2,d1g8fa2,0.25415
d1914a2,d1g8fa3,0.28969
d1914a2,d1g8pa_,0.20637
d1914a2,d1ga6a_,0.20849
d1914a2,d1gaia_,0.17209
d1914a2,d1gcca_,0.32351
d1914a2,d1gcia_,0.22382
d1914a2,d1gd8a_,0.29738
d1914a2,d1gdha1,0.23602
d1914a2,d1gdta1,0.33486
d1914a2,d1geea_,0.25882
d1914a2,d1gefa_,0.28255
d1914a2,d1gega_,0.25583
d1914a2,d1gh5a_,0.25073
d1914a2,d1ghea_,0.24406
d1914a2,d1ghja_,0.35615
d1914a2,d1gjwa2,0.14172
d1914a2,d1gk9.1,0.11689
d1914a2,d1gkma_,0.14973
d1914a2,d1gkpa2,0.21664
d1914a2,d1gkra1,0.24856
d1914a2,d1gkra2,0.20259
d1914a2,d1gkub1,0.19874
d1914a2,d1gkub3,0.14725
d1914a2,d1gl0i_,0.27243
d1914a2,d1gl4b_,0.37381
d1914a2,d1gmla_,0.25787
d1914a2,d1gmua1,0.34334
d1914a2,d1gmxa_,0.33121
d1914a2,d1go3e1,0.29845
d1914a2,d1goia1,0.24377
d1914a2,d1goia2,0.19002
d1914a2,d1gp0a_,0.29722
d1914a2,d1gp6a_,0.167
d1914a2,d1gpja1,0.32602
d1914a2,d1gpja3,0.3289
d1914a2,d1gpma2,0.2344
d1914a2,d1gpra_,0.25064
d1914a2,d1gq6a_,0.19807
d1914a2,d1gqia1,0.14307
d1914a2,d1gqia2,0.27942
d1914a2,d1gqpa_,0.23727
d1914a2,d1gs5a_,0.22981
d1914a2,d1gs9a_,0.31899
d1914a2,d1gsia_,0.24643
d1914a2,d1gsoa3,0.22163
d1914a2,d1gtda_,0.26553
d1914a2,d1gtma1,0.19854
d1914a2,d1gtma2,0.26267
d1914a2,d1gtta1,0.27337
d1914a2,d1gtta2,0.2912
d1914a2,d1gu2a_,0.29077
d1914a2,d1gu3a_,0.24177
d1914a2,d1guia_,0.22616
d1914a2,d1guqa1,0.27483
d1914a2,d1guqa2,0.26344
d1914a2,d1gvea_,0.20769
d1914a2,d1gvna_,0.32638
d1914a2,d1gvpa_,0.37292
d1914a2,d1gvza_,0.23516
d1914a2,d1gwea_,0.16227
d1914a2,d1gwya_,0.26927
d1914a2,d1gxea_,0.30145
d1914a2,d1gxja_,0.23227
d1914a2,d1gxqa_,0.32067
d1914a2,d1gxua_,0.27295
d1914a2,d1gy8a_,0.20008
d1914a2,d1gz0a1,0.29005
d1914a2,d1gz2a_,0.24056
d1914a2,d1gzsb_,0.32208
d1914a2,d1h03p1,0.33086
d1914a2,d1h03p2,0.31134
d1914a2,d1h0za_,0.29199
d1914a2,d1h16a_,0.1265
d1914a2,d1h1oa1,0.38023
d1914a2,d1h1oa2,0.32751
d1914a2,d1h21a_,0.23557
d1914a2,d1h2ba1,0.24019
d1914a2,d1h2ba2,0.24293
d1914a2,d1h2ea_,0.23173
d1914a2,d1h2sb_,0.34681
d1914a2,d1h30a2,0.27397
d1914a2,d1h32a2,0.3344
d1914a2,d1h32b_,0.31026
d1914a2,d1h3fa1,0.19525
d1914a2,d1h3la_,0.30471
d1914a2,d1h3na1,0.363
d1914a2,d1h3na2,0.21888
d1914a2,d1h3na3,0.15812
d1914a2,d1h3oa_,0.28544
d1914a2,d1h3za_,0.28919
d1914a2,d1h4vb1,0.30852
d1914a2,d1h4vb2,0.20448
d1914a2,d1h54a1,0.17877
d1914a2,d1h54a2,0.19863
d1914a2,d1h5qa_,0.25474
d1914a2,d1h6da1,0.24256
d1914a2,d1h6ha_,0.33701
d1914a2,d1h6ua2,0.20009
d1914a2,d1h6va1,0.20031
d1914a2,d1h6va2,0.33868
d1914a2,d1h6va3,0.32594
d1914a2,d1h6ya_,0.21865
d1914a2,d1h72c2,0.24149
d1914a2,d1h7ca_,0.39523
d1914a2,d1h7sa2,0.36914
d1914a2,d1h8la2,0.20799
d1914a2,d1h8pa1,0.29782
d1914a2,d1h99a2,0.36569
d1914a2,d1h9ra1,0.30793
d1914a2,d1h9ra2,0.3498
d1914a2,d1haea_,0.29331
d1914a2,d1hbka_,0.27018
d1914a2,d1hc1a1,0.31522
d1914a2,d1hc1a2,0.23528
d1914a2,d1hc1a3,0.24245
d1914a2,d1hc7a1,0.30635
d1914a2,d1hc7a3,0.31927
d1914a2,d1hcca_,0.28983
d1914a2,d1hdha_,0.15388
d1914a2,d1hdla_,0.36523
d1914a2,d1hf2a1,0.24003
d1914a2,d1hf2a2,0.39874
d1914a2,d1hf8a1,0.36039
d1914a2,d1hf8a2,0.33863
d1914a2,d1hfel2,0.24588
d1914a2,d1hfes_,0.2197
d1914a2,d1hg8a_,0.18726
d1914a2,d1hh2p1,0.31031
d1914a2,d1hh2p4,0.23569
d1914a2,d1hkqa_,0.29715
d1914a2,d1hkva2,0.24841
d1914a2,d1hlva1,0.30324
d1914a2,d1hlva2,0.3643
d1914a2,d1hm9a1,0.19221
d1914a2,d1hn0a2,0.2495
d1914a2,d1hn0a3,0.26657
d1914a2,d1hn0a4,0.21402
d1914a2,d1hnfa1,0.38233
d1914a2,d1hnja1,0.26482
d1914a2,d1hnja2,0.2369
d1914a2,d1ho8a_,0.17982
d1914a2,d1hp1a2,0.19657
d1914a2,d1hpia_,0.29522
d1914a2,d1hq1a_,0.33566
d1914a2,d1hqsa_,0.14694
d1914a2,d1hqz1_,0.32358
d1914a2,d1hr6a1,0.25549
d1914a2,d1hrua_,0.23237
d1914a2,d1hs7a_,0.43988
d1914a2,d1hsja1,0.31993
d1914a2,d1ht6a2,0.21431
d1914a2,d1htwa_,0.29017
d1914a2,d1hufa_,0.30501
d1914a2,d1huwa_,0.27603
d1914a2,d1huxa_,0.22384
d1914a2,d1hw1a1,0.42305
d1914a2,d1hw1a2,0.38871
d1914a2,d1hw7a_,0.25106
d1914a2,d1hwtc1,0.22787
d1914a2,d1hx6a1,0.21464
d1914a2,d1hx6a2,0.25527
d1914a2,d1hxia_,0.34992
d1914a2,d1hxma1,0.28764
d1914a2,d1hxmb1,0.34624
d1914a2,d1hxna_,0.20965
d1914a2,d1hxva_,0.265
d1914a2,d1hy9a_,0.24508
d1914a2,d1hyea1,0.33722
d1914a2,d1hyha1,0.32645
d1914a2,d1hyha2,0.28339
d1914a2,d1hyka_,0.22122
d1914a2,d1hyoa1,0.2801
d1914a2,d1hyoa2,0.24116
d1914a2,d1hypa_,0.32876
d1914a2,d1hyua3,0.3009
d1914a2,d1hyua4,0.3009
d1914a2,d1hzfa_,0.2203
d1914a2,d1hzma_,0.27321
d1914a2,d1i07a_,0.23394
d1914a2,d1i0va_,0.30031
d1914a2,d1i12a_,0.27877
d1914a2,d1i1ga2,0.32169
d1914a2,d1i1na_,0.22609
d1914a2,d1i1ra1,0.33241
d1914a2,d1i25a_,0.28407
d1914a2,d1i36a2,0.26613
d1914a2,d1i39a_,0.26326
d1914a2,d1i3ja_,0.2407
d1914a2,d1i3oe_,0.29717
d1914a2,d1i4na_,0.22625
d1914a2,d1i4ua_,0.32567
d1914a2,d1i58a_,0.2629
d1914a2,d1i5na_,0.31631
d1914a2,d1i5pa2,0.29224
d1914a2,d1i60a_,0.21797
d1914a2,d1i7da_,0.13385
d1914a2,d1i7na2,0.25249
d1914a2,d1i7qa_,0.1507
d1914a2,d1i7qb_,0.25267
d1914a2,d1i8da2,0.32199
d1914a2,d1i8na_,0.30954
d1914a2,d1i8xa_,0.19595
d1914a2,d1i9sa_,0.29163
d1914a2,d1i9za_,0.19259
d1914a2,d1ia6a_,0.17558
d1914a2,d1iapa_,0.24781
d1914a2,d1iarb2,0.35113
d1914a2,d1ib8a1,0.32689
d1914a2,d1ib8a2,0.30164
d1914a2,d1ibja_,0.16507
d1914a2,d1ic8a2,0.29304
d1914a2,d1id0a_,0.24076
d1914a2,d1idpa_,0.29408
d1914a2,d1ig0a2,0.25857
d1914a2,d1ig3a2,0.32656
d1914a2,d1igna1,0.31898
d1914a2,d1igna2,0.29665
d1914a2,d1igqa_,0.3205
d1914a2,d1ihga1,0.35571
d1914a2,d1ihja_,0.38612
d1914a2,d1ihua2,0.25603
d1914a2,d1iiba_,0.30396
d1914a2,d1iiea_,0.3145
d1914a2,d1ij5a_,0.21346
d1914a2,d1ijqa1,0.1878
d1914a2,d1ijqa2,0.24173
d1914a2,d1ijta_,0.30641
d1914a2,d1ijwc_,0.35127
d1914a2,d1iknd_,0.25119
d1914a2,d1ikpa1,0.25463
d1914a2,d1ikpa2,0.322
d1914a2,d1ikpa3,0.31327
d1914a2,d1ilea1,0.35278
d1914a2,d1imhc1,0.26579
d1914a2,d1imva_,0.17493
d1914a2,d1in0a1,0.31965
d1914a2,d1in0a2,0.32522
d1914a2,d1inpa_,0.17296
d1914a2,d1io0a_,0.2988
d1914a2,d1io1a_,0.1836
